wall_time_epoch_s,monotonic_time_s,linear_speed_mps,angular_speed_rps,linear_cmd_mps,angular_cmd_rps,left_wheel_target_rad_s,right_wheel_target_rad_s,pose_x_m,pose_y_m,theta_rad
1763168947.474448,252.027350,0.388894,-0.958100,0.299723,0.042030,3.850641,4.016112,0.173336,-0.005108,-0.059006
1763168947.495420,252.048322,0.099158,-0.042791,0.299363,0.546228,2.853395,5.003899,0.175411,-0.005231,-0.059903
1763168947.516455,252.069357,0.058046,1.040917,0.299342,0.178380,3.577231,4.279513,0.174192,-0.005171,-0.038007
1763168947.537453,252.090355,0.302158,0.252395,0.299706,-0.277542,4.479494,3.386807,0.180533,-0.005396,-0.032708
1763168947.557641,252.110543,0.474731,-0.753489,0.299768,0.008029,3.918164,3.949774,0.190109,-0.005782,-0.047919
1763168947.577726,252.130628,0.174578,-0.009712,0.299545,0.408912,3.126096,4.735988,0.193611,-0.005950,-0.048114
1763168947.598781,252.151683,0.045423,0.707284,0.299538,0.141695,3.652020,4.209875,0.192655,-0.005911,-0.033222
1763168947.619783,252.172685,0.184662,-0.200859,0.299753,-0.163370,4.255366,3.612179,0.196531,-0.006048,-0.037440
1763168947.640829,252.193731,0.454578,-0.456348,0.299697,0.186306,3.566284,4.299772,0.206089,-0.006452,-0.047044
1763168947.661422,252.214323,0.221172,0.642495,0.299544,0.311959,3.316925,4.545110,0.210640,-0.006637,-0.033814
1763168947.681426,252.234327,0.042027,1.261535,0.299733,-0.124285,4.178155,3.688844,0.211481,-0.006654,-0.008578
1763168947.701495,252.254396,0.125429,-0.017241,0.299957,-0.399206,4.722277,3.150599,0.213998,-0.006676,-0.008924
1763168949.270663,253.823562,0.003839,0.005690,0.299954,0.049857,3.838266,4.034555,0.220021,-0.006681,0.000004
1763168949.828075,254.380974,0.000918,0.000000,0.299989,-0.133405,4.199471,3.674256,0.220533,-0.006684,0.000004
1763168950.669597,255.222494,0.029929,0.000000,0.299989,0.021796,3.893958,3.979769,0.245701,-0.005751,0.000004
1763168950.689527,255.242426,1.260062,0.000000,0.299991,0.002687,3.931605,3.942182,0.270796,-0.004719,0.000004
1763168951.693603,256.246500,0.025129,0.000127,0.299994,-0.003582,3.943976,3.929875,0.245654,-0.002588,0.000131
1763168952.855462,257.408361,0.043345,-0.000068,0.299998,-0.046459,4.028441,3.845532,0.295976,-0.000615,0.000051
1763168952.875457,257.428356,2.703709,0.010415,0.004647,-0.040340,0.140391,-0.018429,0.349970,0.002101,0.000259
1763168953.881399,258.434297,0.044692,0.000142,-0.089664,-0.082811,-1.013685,-1.339711,0.305035,0.003544,0.000403
