wall_time_epoch_s,monotonic_time_s,linear_speed_mps,angular_speed_rps,linear_cmd_mps,angular_cmd_rps,left_wheel_target_rad_s,right_wheel_target_rad_s,pose_x_m,pose_y_m,theta_rad
1763163550.045697,1442.128654,0.246971,-0.142187,0.299955,-0.145793,4.223413,3.649425,0.143790,-0.002916,-0.016996
1763163550.066706,1442.149663,0.316721,-0.896458,0.299938,0.090135,3.758758,4.113619,0.150441,-0.003092,-0.035829
1763163550.087691,1442.170648,0.227017,-0.140895,0.299766,0.337313,3.269940,4.597944,0.155202,-0.003270,-0.038786
1763163550.108692,1442.191649,0.107918,0.992831,0.299727,0.146814,3.644423,4.222431,0.157468,-0.003334,-0.017935
1763163550.131285,1442.214242,0.128983,0.543967,0.299928,-0.204479,4.338582,3.533547,0.160381,-0.003368,-0.005645
1763163550.152349,1442.235307,0.279147,-0.498403,0.299986,-0.128457,4.189692,3.683957,0.166261,-0.003432,-0.016144
1763163550.173370,1442.256326,0.313025,-0.689260,0.299938,0.183546,3.574889,4.297511,0.172839,-0.003586,-0.030632
1763163550.194362,1442.277319,0.211431,-0.085286,0.299817,0.271617,3.399921,4.469281,0.177275,-0.003726,-0.032422
1763163550.214608,1442.297565,0.106070,0.857230,0.299795,0.117554,3.702914,4.165727,0.179422,-0.003777,-0.015067
1763163550.234647,1442.317604,0.147626,0.565092,0.299942,-0.166454,4.263911,3.608582,0.182380,-0.003805,-0.003743
1763163550.254707,1442.337663,0.305196,-0.498939,0.299989,-0.119538,4.172180,3.701559,0.188502,-0.003858,-0.013751
1763163550.274865,1442.357820,0.326594,-0.893467,0.299949,0.173026,3.595732,4.276935,0.195084,-0.004008,-0.031761
1763163550.295286,1442.378241,0.194890,0.151020,0.299798,0.320202,3.304032,4.564670,0.199062,-0.004128,-0.028677
1763163550.314923,1442.397878,0.103762,1.210466,0.299828,0.048641,3.839005,4.030505,0.201099,-0.004163,-0.004907
1763163551.824814,1443.907766,0.006118,0.003250,0.299985,-0.270698,4.469677,3.403936,0.210330,-0.004485,0.000000
1763163552.643509,1444.726462,0.004892,0.000000,0.299995,-0.040847,4.017351,3.856538,0.214332,-0.004334,0.000000
1763163553.781542,1445.864494,0.006138,-0.000010,0.299995,0.012186,3.912959,3.960937,0.221312,-0.004626,-0.000012
1763163554.354924,1446.437877,0.006524,0.000000,0.299995,0.020766,3.896060,3.977816,0.225050,-0.004493,-0.000012
1763163555.628653,1447.711605,0.004196,-0.000268,0.299995,0.013171,3.911015,3.962868,0.230391,-0.004706,-0.000354
1763163556.381499,1448.464452,0.004687,0.000000,0.299994,0.024864,3.887981,3.985870,0.233917,-0.004579,-0.000354
1763163557.817980,1449.900933,0.004008,0.000002,0.299994,0.014552,3.908282,3.965576,0.239670,-0.004821,-0.000350
1763163558.751510,1450.834462,0.003759,0.000000,0.299993,0.021666,3.894270,3.979569,0.243176,-0.004682,-0.000350
1763163559.694204,1451.777157,0.005926,0.000169,0.299994,0.014862,3.907667,3.966181,0.248758,-0.004900,-0.000191
1763163560.960037,1453.042989,0.003198,0.000000,0.299993,0.019436,3.898659,3.975179,0.252802,-0.004737,-0.000191
1763163560.980023,1453.062976,0.213723,0.000000,0.299994,0.014504,3.908372,3.965476,0.257071,-0.004573,-0.000191
1763163562.530279,1454.613231,0.003711,0.000000,0.299994,0.014008,3.909354,3.964503,0.262819,-0.004805,-0.000191
1763163562.550246,1454.633200,0.260298,0.000000,0.299993,0.021767,3.894072,3.979767,0.268014,-0.004999,-0.000191
1763163562.570218,1454.653172,0.140934,0.000000,0.299993,0.021912,3.893777,3.980044,0.270828,-0.005054,-0.000191
1763163564.321591,1456.404543,0.008001,0.000065,0.299992,0.019541,3.898441,3.975375,0.284840,-0.005058,-0.000076
1763163566.938160,1459.021113,0.002908,0.000000,0.299992,0.018674,3.900147,3.973668,0.277232,-0.005084,-0.000076
1763163567.781507,1459.864460,0.018948,0.000000,0.299992,0.017776,3.901916,3.971901,0.293212,-0.005105,-0.000076
1763163569.047128,1461.130081,0.005791,-0.000148,0.299992,0.021083,3.895402,3.978404,0.285883,-0.005141,-0.000264
1763163569.902754,1461.985706,0.018843,0.000000,0.299992,0.021168,3.895228,3.978568,0.302006,-0.005189,-0.000264
1763163571.150966,1463.233919,0.005918,-0.000158,0.299991,0.022663,3.892280,3.981503,0.294619,-0.005220,-0.000461
1763163572.525747,1464.608699,0.012116,0.000000,0.299991,0.022183,3.893219,3.980554,0.311276,-0.005248,-0.000461
1763163572.547812,1464.630765,0.725773,0.000000,0.299990,0.023435,3.890747,3.983011,0.327291,-0.005281,-0.000461
1763163573.955171,1466.038124,0.004569,-0.000089,0.299990,0.024155,3.889323,3.984421,0.320861,-0.005323,-0.000586
1763163575.775991,1467.858944,0.009490,0.000000,0.299989,0.022954,3.891683,3.982053,0.338140,-0.005355,-0.000586
1763163576.566118,1468.649071,0.008140,0.000000,0.299989,0.025337,3.886984,3.986736,0.331709,-0.005370,-0.000586
1763163577.818577,1469.901530,0.013888,-0.000214,0.299989,0.021367,3.894800,3.978923,0.349103,-0.005438,-0.000854
1763163577.838513,1469.921466,0.807368,0.000000,0.299987,0.030861,3.876091,3.997591,0.365199,-0.005502,-0.000854
1763163577.858503,1469.941458,0.474870,0.000000,0.299986,0.028212,3.881293,3.992366,0.374692,-0.005515,-0.000854
1763163579.593550,1471.676504,0.005478,0.000000,0.299986,0.026602,3.884457,3.989190,0.384198,-0.005572,-0.000854
1763163580.848261,1472.931213,0.002042,0.000000,0.299985,0.028141,3.881418,3.992211,0.381635,-0.005598,-0.000854
1763163582.719826,1474.802779,0.009707,-0.000063,0.299985,0.025342,3.886928,3.986701,0.399802,-0.005657,-0.000971
1763163582.743252,1474.826205,0.660487,0.000000,0.299984,0.032623,3.872576,4.001014,0.415275,-0.005670,-0.000971
1763163585.223505,1477.306458,0.001652,0.000000,0.299983,0.030591,3.876566,3.997002,0.411177,-0.005677,-0.000971
1763163585.897912,1477.980865,0.023904,0.000000,0.299983,0.026375,3.884868,3.988705,0.427298,-0.005720,-0.000971
1763163587.479947,1479.562900,0.005080,0.000000,0.299982,0.032271,3.873246,4.000297,0.419262,-0.005735,-0.000971
1763163588.334959,1480.417911,0.019902,0.000000,0.299982,0.026238,3.885127,3.988425,0.436278,-0.005831,-0.000971
1763163589.677706,1481.760658,0.005790,0.000000,0.299981,0.034691,3.868467,4.005044,0.428504,-0.005864,-0.000971
1763163590.543019,1482.625971,0.020537,0.000000,0.299981,0.027603,3.882422,3.991097,0.446274,-0.005991,-0.000971
1763163591.619066,1483.702019,0.006799,0.000000,0.299979,0.037006,3.863889,4.009580,0.438959,-0.006011,-0.000971
1763163592.554466,1484.637418,0.017584,0.000000,0.299980,0.028461,3.880714,3.992764,0.455407,-0.006052,-0.000971
