wall_time_epoch_s,monotonic_time_s,linear_speed_mps,angular_speed_rps,linear_cmd_mps,angular_cmd_rps,left_wheel_target_rad_s,right_wheel_target_rad_s,pose_x_m,pose_y_m,theta_rad
1763439927.542513,1779.766828,0.105577,0.035820,0.200000,0.014208,2.596703,2.652641,0.062770,-0.000070,-0.009773
1763439927.562631,1779.786947,0.113267,0.035895,0.200000,0.013340,2.598412,2.650931,0.065049,-0.000091,-0.009051
1763439927.583655,1779.807971,0.116849,0.086917,0.200000,0.012472,2.600120,2.649224,0.067506,-0.000111,-0.007224
1763439927.604713,1779.829029,0.119705,-0.156170,0.200000,0.010125,2.604741,2.644603,0.070026,-0.000133,-0.010512
1763439927.625707,1779.850023,0.101748,-0.000210,0.200000,0.014609,2.595914,2.653430,0.072162,-0.000156,-0.010517
1763439927.646649,1779.870965,0.103887,0.000229,0.200000,0.014715,2.595706,2.653638,0.074338,-0.000179,-0.010512
1763439927.669250,1779.893565,0.096764,0.000111,0.200000,0.014810,2.595519,2.653825,0.076525,-0.000202,-0.010509
1763439927.689306,1779.913622,0.112505,0.000226,0.200000,0.014909,2.595324,2.654020,0.078781,-0.000225,-0.010505
1763439927.710298,1779.934613,0.122905,-0.147778,0.200000,0.015008,2.595129,2.654215,0.081361,-0.000256,-0.013607
1763439927.731301,1779.955617,0.121320,-0.134723,0.200000,0.019282,2.586715,2.662629,0.083909,-0.000295,-0.016437
1763439927.752293,1779.976609,0.099769,0.023913,0.200000,0.023225,2.578954,2.670389,0.086003,-0.000329,-0.015935
1763439927.772493,1779.996809,0.108474,0.016429,0.200000,0.022706,2.579975,2.669369,0.088194,-0.000363,-0.015603
1763439927.794376,1780.018690,0.112626,-0.093956,0.200000,0.022417,2.580544,2.668800,0.090658,-0.000404,-0.017659
1763439927.813448,1780.037762,0.126777,-0.035790,0.200000,0.025340,2.574790,2.674554,0.093075,-0.000448,-0.018341
1763439927.833515,1780.057828,0.116764,-0.012659,0.200000,0.026443,2.572618,2.676725,0.095418,-0.000491,-0.018595
1763439927.853618,1780.077931,0.115062,-0.004528,0.200000,0.026974,2.571573,2.677771,0.097730,-0.000534,-0.018686
1763439927.873580,1780.097895,0.136398,0.136685,0.200000,0.027287,2.570957,2.678387,0.100453,-0.000581,-0.015958
1763439929.036084,1781.260396,0.001493,0.020664,0.200000,0.023859,2.577705,2.671638,0.102189,-0.000609,0.008064
1763439930.103596,1782.327907,0.004838,-0.001484,0.200000,-0.008044,2.640507,2.608836,0.107353,-0.000560,0.006480
1763439930.844210,1783.068521,0.000903,0.005168,0.200000,-0.006153,2.636784,2.612560,0.108022,-0.000556,0.010308
1763439931.360303,1783.584614,0.015960,0.004695,0.200000,-0.011275,2.646866,2.602477,0.116258,-0.000467,0.012731
1763439932.116109,1784.340421,0.007879,-0.019301,0.200000,-0.014897,2.653997,2.595347,0.110304,-0.000572,-0.001857
1763439933.190885,1785.415197,0.013077,-0.008913,0.200000,0.004968,2.614893,2.634451,0.124359,-0.000649,-0.011437
1763439933.210011,1785.434323,0.938654,0.281664,0.200000,0.018133,2.588977,2.660367,0.142310,-0.000896,-0.006049
1763439933.230054,1785.454368,0.598747,0.023545,0.200000,0.012047,2.600957,2.648387,0.154312,-0.000969,-0.005577
1763439934.253498,1786.477809,0.004598,0.005777,0.200000,0.011744,2.601555,2.647789,0.159017,-0.000991,0.000335
1763439934.953820,1787.178132,0.012436,0.050111,0.200000,0.003959,2.616878,2.632466,0.167726,-0.000998,0.035429
1763439935.845444,1788.069756,0.004262,-0.152491,0.200000,-0.042796,2.708916,2.540428,0.163929,-0.001146,-0.100535
1763439936.648366,1788.872678,0.014595,0.017123,0.200000,0.138823,2.351399,2.897945,0.175587,-0.002334,-0.086787
1763439937.390848,1789.615160,0.007556,-0.103514,0.200000,0.125900,2.376837,2.872507,0.169995,-0.001883,-0.163644
1763439937.410905,1789.635218,0.418911,-0.088201,0.200000,0.225322,2.181124,3.068219,0.161699,-0.000550,-0.165413
1763439937.430880,1789.655194,0.224357,-0.101412,0.200000,0.221851,2.187958,3.061386,0.157276,0.000172,-0.167439
1763439939.485815,1791.710126,0.003384,-0.010781,0.200000,0.221499,2.188650,3.060693,0.164131,-0.000994,-0.189592
1763439940.105743,1792.330055,0.009830,-0.027781,0.187899,0.240000,1.993427,2.938309,0.158144,0.000138,-0.206815
1763439940.929201,1793.153513,0.007612,-0.005831,0.175680,0.240000,1.833068,2.777950,0.152010,0.001427,-0.211616
1763439941.684652,1793.908965,0.000282,-0.000030,0.174989,0.240000,1.824003,2.768885,0.151802,0.001472,-0.211639
1763439941.705298,1793.929609,0.003719,0.000000,0.175083,0.240000,1.825231,2.770113,0.151727,0.001488,-0.211639
1763439941.725982,1793.950295,0.001377,0.000000,0.175123,0.240000,1.825764,2.770646,0.151699,0.001494,-0.211639
1763439942.850677,1795.074988,0.000000,0.000000,0.175138,0.240000,1.825962,2.770844,0.151698,0.001494,-0.211639
1763439943.554382,1795.778693,0.000000,0.000000,0.175138,0.240000,1.825964,2.770846,0.151698,0.001494,-0.211639
1763439944.274239,1796.498551,0.000000,0.000000,0.175138,0.240000,1.825964,2.770846,0.151698,0.001494,-0.211639
1763439945.027894,1797.252206,0.000000,0.000000,0.175138,0.240000,1.825964,2.770846,0.151698,0.001494,-0.211639
1763439945.603675,1797.827986,0.000000,0.000000,0.175138,0.240000,1.825964,2.770846,0.151698,0.001494,-0.211639
1763439945.624638,1797.848951,0.000000,0.000000,0.175138,0.240000,1.825964,2.770846,0.151698,0.001494,-0.211639
1763439946.318806,1798.543104,0.000000,0.000000,0.175138,0.240000,1.825964,2.770846,0.151698,0.001494,-0.211639
1763439947.227187,1799.451498,0.000000,0.000000,0.175138,0.240000,1.825964,2.770846,0.151698,0.001494,-0.211639
