wall_time_epoch_s,monotonic_time_s,linear_speed_mps,angular_speed_rps,linear_cmd_mps,angular_cmd_rps,left_wheel_target_rad_s,right_wheel_target_rad_s,pose_x_m,pose_y_m,theta_rad
1763163876.913665,1768.996622,0.295720,-0.645728,0.299982,-0.063137,4.061055,3.812483,0.068616,-0.001473,-0.024165
1763163876.934642,1769.017599,0.294814,-0.942966,0.299901,0.248584,3.446364,4.425042,0.074797,-0.001683,-0.043946
1763163876.955651,1769.038608,0.192500,0.215196,0.299686,0.364815,3.214745,4.651026,0.078838,-0.001852,-0.039425
1763163876.976665,1769.059622,0.115830,1.027352,0.299743,0.049644,3.835905,4.031353,0.081271,-0.001922,-0.017836
1763163876.996856,1769.079813,0.232263,0.209993,0.299940,-0.218840,4.367014,3.505438,0.085960,-0.001995,-0.013596
1763163877.016946,1769.099903,0.344150,-0.678367,0.299963,-0.012215,3.960564,3.912472,0.092873,-0.002136,-0.027224
1763163877.037995,1769.120952,0.235861,-0.566805,0.299869,0.246661,3.449732,4.420839,0.097834,-0.002301,-0.039155
1763163877.058985,1769.141942,0.120110,0.274495,0.299739,0.256064,3.429522,4.437647,0.100354,-0.002393,-0.033393
1763163877.080013,1769.162969,0.093552,0.975580,0.299805,0.019706,3.895657,3.973242,0.102320,-0.002438,-0.012879
1763163877.100996,1769.183952,0.249617,0.249682,0.299964,-0.216478,4.362667,3.510391,0.107558,-0.002492,-0.007640
1763163877.123640,1769.206597,0.329609,-0.322760,0.299984,-0.038206,4.012003,3.861584,0.115021,-0.002576,-0.014949
1763163877.144638,1769.227595,0.225730,-0.375994,0.299952,0.137750,3.665220,4.207540,0.119760,-0.002666,-0.022844
1763163877.165642,1769.248599,0.078157,0.092049,0.299900,0.165104,3.610682,4.260699,0.121402,-0.002702,-0.020911
1763163877.186674,1769.269630,0.085788,0.312615,0.299914,0.036653,3.863723,4.008028,0.123205,-0.002733,-0.014336
1763163877.206853,1769.289810,0.299534,-0.238503,0.299954,-0.037733,4.010685,3.862131,0.129249,-0.002835,-0.019149
1763163877.226929,1769.309886,0.407729,-0.389756,0.299925,0.118187,3.703368,4.168672,0.137432,-0.003023,-0.026974
1763163877.247988,1769.330945,0.199988,0.359778,0.299861,0.177432,3.585903,4.284455,0.141643,-0.003121,-0.019397
1763163877.269001,1769.351958,0.090205,0.682824,0.299920,-0.035176,4.005207,3.866720,0.143538,-0.003144,-0.005049
1763163877.290009,1769.372965,0.102442,-0.210265,0.299989,-0.156790,4.245500,3.628216,0.145690,-0.003160,-0.009467
1763163877.311064,1769.394021,0.328324,-1.138096,0.299974,0.088794,3.761875,4.111459,0.152602,-0.003308,-0.033430
1763163877.333644,1769.416601,0.291936,-0.111948,0.299791,0.395778,3.155173,4.713356,0.159190,-0.003537,-0.035958
1763163877.354636,1769.437593,0.181952,0.839749,0.299758,0.136141,3.665838,4.201827,0.163008,-0.003640,-0.018330
1763163877.375643,1769.458599,0.146422,0.838988,0.299923,-0.161503,4.253915,3.618076,0.166083,-0.003670,-0.000705
1763163877.396667,1769.479624,0.246570,-0.317064,0.299996,-0.206537,4.343526,3.530387,0.171267,-0.003690,-0.007371
1763163877.416850,1769.499806,0.282583,-0.853967,0.299979,0.113916,3.712489,4.160976,0.176970,-0.003782,-0.024607
1763163877.436943,1769.519900,0.228510,-0.545127,0.299872,0.290596,3.363290,4.507369,0.181559,-0.003920,-0.035560
1763163877.456939,1769.539896,0.179377,0.646448,0.299756,0.240624,3.460134,4.407473,0.185145,-0.004024,-0.022634
1763163877.477993,1769.560950,0.152740,0.826646,0.299886,-0.090377,4.113419,3.757603,0.188360,-0.004069,-0.005230
1763163877.499004,1769.581961,0.310334,-0.025379,0.299984,-0.190596,4.311991,3.561612,0.194881,-0.004105,-0.005763
1763163877.805799,1769.888752,0.003957,0.040263,0.299982,0.035299,3.867289,4.006263,0.193666,-0.004105,0.006589
1763163878.681662,1770.764615,0.019046,-0.007405,0.300000,-0.157822,4.247677,3.626330,0.210348,-0.004022,0.000104
1763163878.844965,1770.927917,0.004743,0.000000,0.299996,0.093987,3.751944,4.121974,0.209573,-0.004024,0.000104
1763163880.768235,1772.851187,0.009269,0.000072,0.299996,0.012859,3.911646,3.962272,0.227399,-0.004051,0.000241
1763163881.528518,1773.611470,0.008335,0.000000,0.299996,0.013119,3.911134,3.962783,0.221062,-0.004078,0.000241
1763163882.433376,1774.516328,0.017966,0.000000,0.299996,0.012808,3.911746,3.962172,0.237319,-0.004098,0.000241
1763163883.597893,1775.680845,0.005945,0.000000,0.299996,0.014965,3.907498,3.966414,0.230396,-0.004116,0.000241
1763163884.522726,1776.605679,0.018318,0.000000,0.299996,0.012889,3.911585,3.962328,0.247338,-0.004181,0.000241
1763163884.743358,1776.826311,0.009726,0.000000,0.299996,0.016297,3.904872,3.969033,0.245192,-0.004192,0.000241
1763163885.723535,1777.806488,0.016890,0.000000,0.299996,0.013693,3.909998,3.963906,0.261747,-0.004214,0.000241
1763163886.702238,1778.785190,0.007449,-0.000106,0.299996,0.016042,3.905371,3.968527,0.254456,-0.004245,0.000138
1763163887.859098,1779.942051,0.016457,0.000000,0.299995,0.015438,3.906558,3.967336,0.273494,-0.004413,0.000138
1763163888.738313,1780.821266,0.008545,0.000000,0.299995,0.020029,3.897512,3.976365,0.265981,-0.004452,0.000138
1763163889.487448,1781.570401,0.021685,0.000134,0.299995,0.015165,3.907086,3.966791,0.282226,-0.004483,0.000238
1763163889.948042,1782.030994,0.012572,0.000000,0.299995,0.016458,3.904538,3.969335,0.276436,-0.004507,0.000238
1763163890.498779,1782.581732,0.027779,0.000385,0.299995,0.015211,3.906993,3.966881,0.291735,-0.004544,0.000450
1763163891.892034,1783.974986,0.005160,0.000074,0.299995,0.015057,3.907299,3.966577,0.284546,-0.004582,0.000553
1763163893.022084,1785.105037,0.014900,-0.000254,0.299995,0.013645,3.910081,3.963800,0.301385,-0.004615,0.000266
1763163893.927802,1786.010755,0.008067,0.000000,0.299994,0.022405,3.892824,3.981033,0.294078,-0.004663,0.000266
1763163895.065279,1787.148232,0.014931,-0.000100,0.299994,0.016296,3.904850,3.969007,0.311061,-0.004700,0.000152
1763163895.961008,1788.043960,0.007718,0.000000,0.299993,0.021271,3.895049,3.978791,0.304148,-0.004732,0.000152
1763163897.198183,1789.281136,0.013954,0.000000,0.299993,0.016817,3.903817,3.970025,0.321412,-0.004774,0.000152
1763163898.359276,1790.442229,0.005931,0.000000,0.299993,0.020598,3.896368,3.977462,0.314526,-0.004795,0.000152
1763163898.381582,1790.464536,0.273527,0.000000,0.299993,0.017072,3.903308,3.970523,0.308424,-0.004822,0.000152
1763163898.401453,1790.484409,0.080327,0.000000,0.299993,0.017246,3.902968,3.970865,0.306828,-0.004818,0.000152
1763163900.938581,1793.021533,0.003043,0.000005,0.299993,0.017179,3.903099,3.970735,0.314547,-0.004623,0.000165
1763163901.962446,1794.045399,0.002524,-0.000088,0.299994,0.014179,3.909011,3.964835,0.317130,-0.004695,0.000076
1763163902.849795,1794.932748,0.003521,0.000000,0.299993,0.020250,3.897054,3.976780,0.320251,-0.004563,0.000076
1763163903.394034,1795.476986,0.011515,0.000000,0.299993,0.015030,3.907335,3.966508,0.326514,-0.004798,0.000076
1763163904.915424,1796.998377,0.002985,0.000078,0.299993,0.023248,3.891147,3.982673,0.331052,-0.004610,0.000195
1763163906.025834,1798.108786,0.004499,0.000000,0.299993,0.012843,3.911638,3.962201,0.336044,-0.004802,0.000195
1763163906.949241,1799.032193,0.004814,0.000102,0.299993,0.022336,3.892942,3.980879,0.340486,-0.004628,0.000289
1763163907.920785,1800.003738,0.004578,0.000000,0.299993,0.013455,3.910432,3.963405,0.344931,-0.004782,0.000289
1763163908.772412,1800.855364,0.005160,0.000000,0.299993,0.021553,3.894484,3.979338,0.349322,-0.004610,0.000289
