wall_time_epoch_s,monotonic_time_s,linear_speed_mps,angular_speed_rps,linear_cmd_mps,angular_cmd_rps,left_wheel_target_rad_s,right_wheel_target_rad_s,pose_x_m,pose_y_m,theta_rad
1763170749.394779,2053.947681,0.187632,-0.161291,0.299817,0.058081,3.820273,4.048938,0.045482,-0.001176,-0.037235
1763170749.417379,2053.970281,0.178774,-0.001548,0.299778,0.082637,3.771424,4.096767,0.049520,-0.001327,-0.037270
1763170749.438363,2053.991266,0.183901,0.091349,0.299776,0.041147,3.853066,4.015064,0.053377,-0.001467,-0.035353
1763170749.459397,2054.012298,0.208099,0.091187,0.299796,0.014862,3.905072,3.963583,0.057751,-0.001618,-0.033435
1763170749.480427,2054.033328,0.212623,-0.109398,0.299815,0.013265,3.908464,3.960687,0.062220,-0.001772,-0.035736
1763170749.500581,2054.053484,0.197068,-0.091707,0.299788,0.068546,3.799287,4.069156,0.066189,-0.001918,-0.037584
1763170749.520667,2054.073569,0.206332,0.036115,0.299764,0.064791,3.806373,4.061458,0.070330,-0.002072,-0.036859
1763170749.541724,2054.094626,0.207070,-0.008504,0.299771,0.032208,3.870599,3.997402,0.074688,-0.002233,-0.037038
1763170749.562725,2054.115627,0.183411,-0.055611,0.299767,0.043996,3.847338,4.020551,0.078537,-0.002378,-0.038206
1763170749.583741,2054.136643,0.199474,-0.020443,0.299751,0.057476,3.820592,4.046875,0.082726,-0.002539,-0.038635
1763170749.604743,2054.157645,0.225262,0.124126,0.299743,0.049115,3.836951,4.030317,0.087453,-0.002715,-0.036028
1763170749.627382,2054.180284,0.194094,-0.030565,0.299772,0.009016,3.916266,3.951761,0.091845,-0.002875,-0.036720
1763170749.648378,2054.201279,0.212239,-0.097126,0.299761,0.050915,3.833649,4.034104,0.096297,-0.003043,-0.038759
1763170749.669386,2054.222288,0.211336,-0.069786,0.299734,0.070137,3.795450,4.071580,0.100734,-0.003219,-0.040226
1763170749.690401,2054.243302,0.214236,-0.055463,0.299712,0.064776,3.805720,4.060742,0.105232,-0.003402,-0.041391
1763170749.710585,2054.263487,0.213060,0.058716,0.299694,0.062553,3.809852,4.056124,0.109529,-0.003578,-0.040206
1763170749.730683,2054.283585,0.221908,0.029215,0.299707,0.032100,3.869969,3.996348,0.113986,-0.003756,-0.039619
1763170749.751715,2054.304617,0.209686,0.010931,0.299712,0.039281,3.855897,4.010547,0.118392,-0.003930,-0.039389
1763170749.772734,2054.325636,0.209224,0.004001,0.299712,0.043707,3.847187,4.019261,0.122786,-0.004103,-0.039305
1763170749.793748,2054.346650,0.212138,0.022936,0.299710,0.045675,3.843290,4.023111,0.127241,-0.004277,-0.038823
1763170749.814801,2054.367702,0.217290,0.061104,0.299713,0.040490,3.853540,4.012950,0.131812,-0.004452,-0.037536
1763170749.837376,2054.390278,0.197528,0.021033,0.299727,0.029421,3.875511,3.991340,0.136268,-0.004618,-0.037061
1763170749.858370,2054.411271,0.205453,-0.024820,0.299730,0.039210,3.856284,4.010653,0.140578,-0.004779,-0.037583
1763170749.879394,2054.432295,0.205398,-0.022649,0.299721,0.052332,3.830328,4.036360,0.144894,-0.004942,-0.038059
1763170749.900398,2054.453300,0.202774,0.024777,0.299712,0.052528,3.829824,4.036627,0.149150,-0.005103,-0.037538
1763170749.920587,2054.473489,0.218374,0.024201,0.299716,0.039756,3.855017,4.011537,0.153555,-0.005267,-0.037050
1763170749.940669,2054.493571,0.224114,0.016866,0.299719,0.039983,3.854616,4.012029,0.158053,-0.005433,-0.036711
1763170749.960660,2054.513562,0.228547,0.006780,0.299721,0.041810,3.851039,4.015643,0.162619,-0.005601,-0.036575
1763170749.981738,2054.534640,0.230669,-0.128554,0.299719,0.044508,3.845710,4.020938,0.167477,-0.005785,-0.039285
1763170750.009009,2054.561908,0.170691,-0.087697,0.299679,0.083360,3.768706,4.096895,0.172128,-0.005974,-0.041676
1763170750.028743,2054.581643,0.223602,0.038116,0.299642,0.082115,3.770660,4.093947,0.176537,-0.006156,-0.040924
1763170750.048742,2054.601643,0.225277,0.024976,0.299649,0.042245,3.849238,4.015558,0.181039,-0.006339,-0.040425
1763170750.068764,2054.621665,0.227991,0.011973,0.299652,0.045230,3.843406,4.021478,0.185600,-0.006523,-0.040185
1763170750.088767,2054.641668,0.236227,-0.040056,0.299652,0.048562,3.836841,4.028032,0.190321,-0.006715,-0.040986
1763170751.538188,2056.091085,0.002970,0.024100,0.299636,0.062838,3.808532,4.055925,0.194623,-0.006891,-0.006056
1763170752.692631,2057.245529,0.005263,0.001726,0.299968,-0.418734,4.760867,3.112308,0.200699,-0.006919,-0.004063
1763170752.712470,2057.265369,0.308608,-0.016517,0.299976,-0.010924,3.958192,3.915186,0.206821,-0.006953,-0.004391
1763170752.732475,2057.285374,0.306109,0.000000,0.299974,0.018621,3.900012,3.973322,0.212945,-0.006988,-0.004391
1763170754.177981,2058.730879,0.001909,-0.006632,0.299974,0.014675,3.907774,3.965549,0.215705,-0.007000,-0.013978
1763170755.004351,2059.557243,0.013052,0.048759,0.299921,0.143319,3.653852,4.218099,0.226489,-0.007185,0.026314
1763170756.072277,2060.625174,0.006715,-0.165636,0.299957,-0.516137,4.952454,2.920420,0.219322,-0.007413,-0.150573
1763170756.907797,2061.460695,0.010971,0.000228,0.296165,0.800000,2.311875,5.461481,0.228380,-0.008817,-0.150383
1763170758.308664,2062.861562,0.005693,-0.199867,0.296081,0.183562,3.524238,4.246922,0.220481,-0.007715,-0.430370
1763170758.332190,2062.885088,0.354097,-8.427414,0.271391,0.800000,1.986764,5.136371,0.212867,-0.004335,-0.628635
1763170759.223376,2063.776273,0.013146,-0.100037,0.241674,0.800000,1.596771,4.746377,0.222344,-0.011224,-0.717786
1763170760.416365,2064.969263,0.007919,-0.176945,0.223108,0.800000,1.353123,4.502729,0.215189,-0.005054,-0.928880
1763170761.270885,2065.823783,0.009547,-0.039765,0.178068,0.800000,0.762053,3.911659,0.220094,-0.011573,-0.962859
1763170761.934725,2066.487623,0.007055,-0.255908,0.167680,0.800000,0.625721,3.775328,0.217392,-0.007748,-1.132741
1763170762.967546,2067.520443,0.016502,-0.081774,0.124558,0.800000,0.059818,3.209424,0.224390,-0.023288,-1.217199
1763170763.757812,2068.310710,0.007889,-0.254335,0.095389,0.800000,-0.322977,2.826629,0.222193,-0.017454,-1.418191
1763170764.437195,2068.990093,0.010865,0.022772,0.038941,0.800000,-1.063770,2.085837,0.223310,-0.024750,-1.402720
1763170765.571864,2070.124762,0.002245,0.010879,0.040740,0.800000,-1.040158,2.109448,0.223737,-0.027261,-1.390376
1763170765.590559,2070.143458,0.052483,0.000000,0.043442,0.800000,-1.004701,2.144905,0.223913,-0.028226,-1.390376
1763170765.610570,2070.163470,0.018585,0.000000,0.043071,0.800000,-1.009572,2.140034,0.223980,-0.028592,-1.390376
1763170766.987759,2071.540657,0.000002,0.000000,0.042930,0.800000,-1.011419,2.138188,0.223980,-0.028595,-1.390376
1763170767.007768,2071.560666,0.000061,0.000000,0.042929,0.800000,-1.011435,2.138172,0.223980,-0.028597,-1.390376
1763170768.280190,2072.833088,0.003082,-0.016940,0.042928,0.800000,-1.011441,2.138165,0.223276,-0.024738,-1.411930
1763170768.300188,2072.853086,0.288826,0.024146,0.038006,0.800000,-1.076040,2.073566,0.222361,-0.019035,-1.411448
1763170769.507217,2074.060115,0.001472,0.001460,0.040340,0.800000,-1.045406,2.104201,0.222080,-0.017280,-1.409685
1763170770.312624,2074.865522,0.000032,0.000000,0.041536,0.800000,-1.029705,2.119901,0.222076,-0.017255,-1.409685
1763170770.333633,2074.886532,0.000434,0.000000,0.041546,0.800000,-1.029579,2.120027,0.222074,-0.017246,-1.409685
1763170771.282698,2075.835596,0.000000,0.000000,0.041550,0.800000,-1.029534,2.120073,0.222074,-0.017246,-1.409685
1763170771.302691,2075.855589,0.000002,0.000000,0.041550,0.800000,-1.029533,2.120073,0.222074,-0.017246,-1.409685
1763170772.387209,2076.940107,0.000000,0.000000,0.041550,0.800000,-1.029533,2.120074,0.222074,-0.017246,-1.409685
1763170772.407188,2076.960086,0.000000,0.000000,0.041550,0.800000,-1.029533,2.120074,0.222074,-0.017246,-1.409685
1763170773.603416,2078.156314,0.000000,0.000000,0.041550,0.800000,-1.029533,2.120074,0.222074,-0.017246,-1.409685
1763170774.374682,2078.927579,0.000000,0.000000,0.041550,0.800000,-1.029533,2.120074,0.222074,-0.017246,-1.409685
